"No.","Time","Source","Destination","Protocol","Length","Info"
"69","5.857838100","172.19.146.78","202.203.85.88","DNS","75","Standard query 0xc2e8 A www.yxnu.edu.cn"
"70","5.906261700","202.203.85.88","172.19.146.78","DNS","91","Standard query response 0xc2e8 A www.yxnu.edu.cn A 202.203.86.93"
